Matched name	Primary name	Type	Identifier	Peaktime	rank	Phenotypes
PLK1	PLK1	Homo sapiens protein	ENSP00000300093	M	1	M
CCNF	CCNF	Homo sapiens protein	ENSP00000380256	G2	2
MAPK13	MAPK13	Homo sapiens protein	ENSP00000211287	M	3	G1
AURKA	AURKA	Homo sapiens protein	ENSP00000216911	M	4	G2/M, M
CDCA8	CDCA8	Homo sapiens protein	ENSP00000316121	G2	5	G2/M, M
HJURP	HJURP	Homo sapiens protein	ENSP00000414109	G2	6	G1
CENPE	CENPE	Homo sapiens protein	ENSP00000265148	M	7	G2/M, M
UBE2C	UBE2C	Homo sapiens protein	ENSP00000348838	G2	8
TPX2	TPX2	Homo sapiens protein	ENSP00000300403	M	9	G2/M, M
KPNA2	KPNA2	Homo sapiens protein	ENSP00000332455	G2/M	10
KIF23	KIF23	Homo sapiens protein	ENSP00000260363	G2	11	G2/M, M
CKS2	CKS2	Homo sapiens protein	ENSP00000364976	M	12
DTL	DTL	Homo sapiens protein	ENSP00000355958	G1	13	G2, G2/M, M
TOP2A	TOP2A	Homo sapiens protein	ENSP00000411532	G2	14
BUB1	BUB1	Homo sapiens protein	ENSP00000302530	M	15	G2/M, M
ARL6IP1	ARL6IP1	Homo sapiens protein	ENSP00000306788	M	16
CDK1	CDK1	Homo sapiens protein	ENSP00000378699	G2	17	G2, G2/M, M
CCNA2	CCNA2	Homo sapiens protein	ENSP00000274026	G2	18
CENPF	CENPF	Homo sapiens protein	ENSP00000355922	M	19
DLGAP5	DLGAP5	Homo sapiens protein	ENSP00000247191	M	20
UBE2S	UBE2S	Homo sapiens protein	ENSP00000264552	M	21
NUF2	NUF2	Homo sapiens protein	ENSP00000271452	M	22	M
HMMR	HMMR	Homo sapiens protein	ENSP00000377492	M	23	G2/M, M
CDC20	CDC20	Homo sapiens protein	ENSP00000308450	M	24
ZC3HC1	ZC3HC1	Homo sapiens protein	ENSP00000351052	M	25
NUSAP1	NUSAP1	Homo sapiens protein	ENSP00000453403	G2	26	G2/M, M
FAM72B	FAM72B	Homo sapiens protein	ENSP00000358397	G2	27
FAM72A	FAM72A	Homo sapiens protein	ENSP00000356096	G2	28
LRRC17	LRRC17	Homo sapiens protein	ENSP00000344242	M	29
KIF11	KIF11	Homo sapiens protein	ENSP00000260731	G2	30	M
FAM64A	FAM64A	Homo sapiens protein	ENSP00000250056	M	31
NLRP2	NLRP2	Homo sapiens protein	ENSP00000409370	G2	32
BUB1B	BUB1B	Homo sapiens protein	ENSP00000287598	G2/M	33
TACC3	TACC3	Homo sapiens protein	ENSP00000326550	G2/M	34	G2/M, M
PIF1	PIF1	Homo sapiens protein	ENSP00000268043	G2	35
CCNE1	CCNE1	Homo sapiens protein	ENSP00000262643	G1	36	G1
PTTG1	PTTG1	Homo sapiens protein	ENSP00000344936	G1	37
BIRC5	BIRC5	Homo sapiens protein	ENSP00000301633	M	38
KIF20B	KIF20B	Homo sapiens protein	ENSP00000260753	G2/M	39
CDC6	CDC6	Homo sapiens protein	ENSP00000209728	G1/S	40	G2
CDKN3	CDKN3	Homo sapiens protein	ENSP00000335357	G1	41
DEPDC1B	DEPDC1B	Homo sapiens protein	ENSP00000265036	M	42
PCNA	PCNA	Homo sapiens protein	ENSP00000368438	G1/S	43	S
NCAPH	NCAPH	Homo sapiens protein	ENSP00000240423	G2	44
ARHGEF39	ARHGEF39	Homo sapiens protein	ENSP00000367638	G2	45
CCDC107	CCDC107	Homo sapiens protein	ENSP00000414964	G2	46
SAPCD2	SAPCD2	Homo sapiens protein	ENSP00000386348	M	47
ZNF367	ZNF367	Homo sapiens protein	ENSP00000364405	G1	48
CCNB1	CCNB1	Homo sapiens protein	ENSP00000256442	M	49
CKAP2	CKAP2	Homo sapiens protein	ENSP00000367276	G2/M	50
ESCO2	ESCO2	Homo sapiens protein	ENSP00000306999	G2	51
RRM2	RRM2	Homo sapiens protein	ENSP00000353770	S	52	S
BRD8	BRD8	Homo sapiens protein	ENSP00000254900	G2	53
E2F8	E2F8	Homo sapiens protein	ENSP00000250024	S	54
G2E3	G2E3	Homo sapiens protein	ENSP00000206595	M	55
BORA	BORA	Homo sapiens protein	ENSP00000375082	G2/M	56
GTSE1	GTSE1	Homo sapiens protein	ENSP00000415430	M	57
CDKN2C	CDKN2C	Homo sapiens protein	ENSP00000262662	G2	58
GCSAM	GCSAM	Homo sapiens protein	ENSP00000419485	M	59
GPSM2	GPSM2	Homo sapiens protein	ENSP00000264126	M	60
MKI67	MKI67	Homo sapiens protein	ENSP00000357643	G2/M	61
EIF5A2	EIF5A2	Homo sapiens protein	ENSP00000295822	G2/M	62
CDC25B	CDC25B	Homo sapiens protein	ENSP00000245960	M	63
ENSP00000363647	ENSP00000363647	Homo sapiens protein	ENSP00000363647	G2	64
SRD5A1	SRD5A1	Homo sapiens protein	ENSP00000274192	M	65
CIT	CIT	Homo sapiens protein	ENSP00000376306	G2/M	66	G2/M, M
MCM5	MCM5	Homo sapiens protein	ENSP00000216122	G1/S	67
MCM4	MCM4	Homo sapiens protein	ENSP00000262105	M	68
IQGAP3	IQGAP3	Homo sapiens protein	ENSP00000354451	G2	69
CDKN1B	CDKN1B	Homo sapiens protein	ENSP00000228872	G2	70
KLF6	KLF6	Homo sapiens protein	ENSP00000419923	G2	71
ADH4	ADH4	Homo sapiens protein	ENSP00000265512	M	72
CHAF1B	CHAF1B	Homo sapiens protein	ENSP00000315700	G1/S	73
FAM83D	FAM83D	Homo sapiens protein	ENSP00000217429	G2	74
ATAD2	ATAD2	Homo sapiens protein	ENSP00000287394	S	75
CENPA	CENPA	Homo sapiens protein	ENSP00000336868	G2/M	76
RHNO1	RHNO1	Homo sapiens protein	ENSP00000438590	G2	77
RAD21	RAD21	Homo sapiens protein	ENSP00000297338	M	78	M
ERN2	ERN2	Homo sapiens protein	ENSP00000256797	M	79
VEGFC	VEGFC	Homo sapiens protein	ENSP00000280193	M	80
PSRC1	PSRC1	Homo sapiens protein	ENSP00000358919	G2	81
H2AFX	H2AFX	Homo sapiens protein	ENSP00000364310	G2	82
FEN1	FEN1	Homo sapiens protein	ENSP00000305480	G1/S	83
HSPA1L	HSPA1L	Homo sapiens protein	ENSP00000364805	M	84
SMTN	SMTN	Homo sapiens protein	ENSP00000351593	M	85
SGOL2	SGOL2	Homo sapiens protein	ENSP00000350447	G2/M	86	G2/M, M
SLBP	SLBP	Homo sapiens protein	ENSP00000417686	G1	87	S
ATL2	ATL2	Homo sapiens protein	ENSP00000368237	G2/M	88
ANLN	ANLN	Homo sapiens protein	ENSP00000265748	M	89	G2/M, M
TROAP	TROAP	Homo sapiens protein	ENSP00000257909	M	90
CKAP2L	CKAP2L	Homo sapiens protein	ENSP00000305204	G2	91
NEK2	NEK2	Homo sapiens protein	ENSP00000355966	M	92
CEP55	CEP55	Homo sapiens protein	ENSP00000360540	M	93	G2/M, M
CDCA5	CDCA5	Homo sapiens protein	ENSP00000275517	G2	94	G2/M, M
DEPDC1	DEPDC1	Homo sapiens protein	ENSP00000412292	M	95
CCNB2	CCNB2	Homo sapiens protein	ENSP00000288207	M	96
ANKRD36C	ANKRD36C	Homo sapiens protein	ENSP00000403302	G2	97
E2F2	E2F2	Homo sapiens protein	ENSP00000355249	G1/S	98
TTK	TTK	Homo sapiens protein	ENSP00000358813	G2	99
ENSP00000372746	ENSP00000372746	Homo sapiens protein	ENSP00000372746	G2	100
AURKB	AURKB	Homo sapiens protein	ENSP00000463999	G2	101	G2/M, M
POLD3	POLD3	Homo sapiens protein	ENSP00000263681	G1/S	102
FOXM1	FOXM1	Homo sapiens protein	ENSP00000342307	G2/M	103
CKAP5	CKAP5	Homo sapiens protein	ENSP00000432768	M	104	M
RFC4	RFC4	Homo sapiens protein	ENSP00000296273	G1/S	105
LBR	LBR	Homo sapiens protein	ENSP00000272163	M	106
BIRC3	BIRC3	Homo sapiens protein	ENSP00000263464	G2	107
CDCA2	CDCA2	Homo sapiens protein	ENSP00000328228	G2	108
NEIL3	NEIL3	Homo sapiens protein	ENSP00000264596	G2	109
FZR1	FZR1	Homo sapiens protein	ENSP00000378529	G2	110
HRSP12	HRSP12	Homo sapiens protein	ENSP00000254878	G2	111
PCF11	PCF11	Homo sapiens protein	ENSP00000298281	M	112	S, M
OLR1	OLR1	Homo sapiens protein	ENSP00000309124	M	113
MCM6	MCM6	Homo sapiens protein	ENSP00000264156	G1	114
HSPA8	HSPA8	Homo sapiens protein	ENSP00000227378	G1	115
HSPB8	HSPB8	Homo sapiens protein	ENSP00000281938	S	116
SERPINB4	SERPINB4	Homo sapiens protein	ENSP00000343445	G1/S	117
CDCA3	CDCA3	Homo sapiens protein	ENSP00000442068	G2/M	118
HMGB2	HMGB2	Homo sapiens protein	ENSP00000296503	G2	119
DCTPP1	DCTPP1	Homo sapiens protein	ENSP00000322524	G2	120
PBK	PBK	Homo sapiens protein	ENSP00000301905	G2/M	121
IRAK1	IRAK1	Homo sapiens protein	ENSP00000358997	G2	122
SHCBP1	SHCBP1	Homo sapiens protein	ENSP00000306473	G2/M	123
LPP	LPP	Homo sapiens protein	ENSP00000318089	M	124
FAM111B	FAM111B	Homo sapiens protein	ENSP00000341565	G1/S	125
TTC38	TTC38	Homo sapiens protein	ENSP00000370419	G2/M	126
KIF5B	KIF5B	Homo sapiens protein	ENSP00000307078	M	127	G1
ORC1	ORC1	Homo sapiens protein	ENSP00000360621	G1/S	128
USP1	USP1	Homo sapiens protein	ENSP00000343526	S	129
CDC25C	CDC25C	Homo sapiens protein	ENSP00000321656	G2	130
H1F0	H1F0	Homo sapiens protein	ENSP00000344504	G2	131
MIS18BP1	MIS18BP1	Homo sapiens protein	ENSP00000309790	G2	132
PSMG3	PSMG3	Homo sapiens protein	ENSP00000252329	M	133
E2F1	E2F1	Homo sapiens protein	ENSP00000345571	G1/S	134
HBG2	HBG2	Homo sapiens protein	ENSP00000338082	M	135
SLC17A2	SLC17A2	Homo sapiens protein	ENSP00000353677	M	136
DDX11	DDX11	Homo sapiens protein	ENSP00000384703	S	137
BTNL9	BTNL9	Homo sapiens protein	ENSP00000330200	G2/M	138
CKS1B	CKS1B	Homo sapiens protein	ENSP00000311083	G2/M	139
SAP30	SAP30	Homo sapiens protein	ENSP00000296504	G2	140	G2/M, M
C15orf23	C15orf23	Homo sapiens protein	ENSP00000249776	M	141
SMC4	SMC4	Homo sapiens protein	ENSP00000341382	G2/M	142	G2/M, M
HN1	HN1	Homo sapiens protein	ENSP00000348316	G2/M	143
TIMP1	TIMP1	Homo sapiens protein	ENSP00000218388	G2	144
MZT1	MZT1	Homo sapiens protein	ENSP00000367049	M	145
PLAG1	PLAG1	Homo sapiens protein	ENSP00000325546	M	146
KBTBD2	KBTBD2	Homo sapiens protein	ENSP00000302586	M	147
CDCA7	CDCA7	Homo sapiens protein	ENSP00000306968	G1	148
IL6	IL6	Homo sapiens protein	ENSP00000258743	G2	149
CNTROB	CNTROB	Homo sapiens protein	ENSP00000369614	G2/M	150
SKP2	SKP2	Homo sapiens protein	ENSP00000274255	G1	151
CTGF	CTGF	Homo sapiens protein	ENSP00000356954	non-periodic	152
ECT2	ECT2	Homo sapiens protein	ENSP00000232458	M	153	G2/M, M
ANTXR1	ANTXR1	Homo sapiens protein	ENSP00000301945	G1	154
BUB3	BUB3	Homo sapiens protein	ENSP00000357858	G2/M	155
SCYL1	SCYL1	Homo sapiens protein	ENSP00000270176	G2	156
LTBP3	LTBP3	Homo sapiens protein	ENSP00000301873	G2	157
RCAN1	RCAN1	Homo sapiens protein	ENSP00000320768	G2/M	158
IVNS1ABP	IVNS1ABP	Homo sapiens protein	ENSP00000356468	G1	159
LIPH	LIPH	Homo sapiens protein	ENSP00000296252	S	160
ENSP00000373058	ENSP00000373058	Homo sapiens protein	ENSP00000373058	G2	161
TUBB	TUBB	Homo sapiens protein	ENSP00000339001	G2	162
WDR76	WDR76	Homo sapiens protein	ENSP00000263795	G1/S	163
MELK	MELK	Homo sapiens protein	ENSP00000298048	G2	164	G1
CLSPN	CLSPN	Homo sapiens protein	ENSP00000312995	G1/S	165
UBR7	UBR7	Homo sapiens protein	ENSP00000013070	G1/S	166
TUBA1A	TUBA1A	Homo sapiens protein	ENSP00000301071	G2	167
CENPL	CENPL	Homo sapiens protein	ENSP00000348527	G2	168
TUBA4A	TUBA4A	Homo sapiens protein	ENSP00000248437	G2	169
CYP1B1	CYP1B1	Homo sapiens protein	ENSP00000260630	non-periodic	170
BMP2	BMP2	Homo sapiens protein	ENSP00000368104	G2/M	171
DYNLL1	DYNLL1	Homo sapiens protein	ENSP00000242577	G1	172
GRPEL1	GRPEL1	Homo sapiens protein	ENSP00000264954	G1	173
ZRANB2	ZRANB2	Homo sapiens protein	ENSP00000359958	G1	174
RGS3	RGS3	Homo sapiens protein	ENSP00000259406	G2	175
PCBP1	PCBP1	Homo sapiens protein	ENSP00000305556	G2	176
IDO1	IDO1	Homo sapiens protein	ENSP00000430505	M	177
MBOAT1	MBOAT1	Homo sapiens protein	ENSP00000324944	G1/S	178
GAS2L3	GAS2L3	Homo sapiens protein	ENSP00000266754	G2/M	179
BIRC2	BIRC2	Homo sapiens protein	ENSP00000227758	M	180
VANGL1	VANGL1	Homo sapiens protein	ENSP00000310800	M	181
KIF14	KIF14	Homo sapiens protein	ENSP00000356319	G2/M	182	G2/M, M
TUBB4B	TUBB4B	Homo sapiens protein	ENSP00000341289	G2	183	M
GINS2	GINS2	Homo sapiens protein	ENSP00000253462	G1/S	184
TUBA3D	TUBA3D	Homo sapiens protein	ENSP00000326042	G2	185
GAS6	GAS6	Homo sapiens protein	ENSP00000331831	M	186
OPN3	OPN3	Homo sapiens protein	ENSP00000355512	G1	187
KMO	KMO	Homo sapiens protein	ENSP00000355517	G1	188
DNAJB1	DNAJB1	Homo sapiens protein	ENSP00000254322	M	189
SPAG5	SPAG5	Homo sapiens protein	ENSP00000323300	M	190
GOLGA8A	GOLGA8A	Homo sapiens protein	ENSP00000352111	G2	191
CASP3	CASP3	Homo sapiens protein	ENSP00000311032	G2	192
WSB1	WSB1	Homo sapiens protein	ENSP00000262394	G2	193
STK17B	STK17B	Homo sapiens protein	ENSP00000263955	G2	194
BTBD3	BTBD3	Homo sapiens protein	ENSP00000367471	M	195
MSL1	MSL1	Homo sapiens protein	ENSP00000462945	G1	196
DONSON	DONSON	Homo sapiens protein	ENSP00000307143	G1/S	197
DHFRL1	DHFRL1	Homo sapiens protein	ENSP00000319170	S	198
PRR11	PRR11	Homo sapiens protein	ENSP00000262293	M	199
HMGB3	HMGB3	Homo sapiens protein	ENSP00000359393	M	200
NXF1	NXF1	Homo sapiens protein	ENSP00000294172	G1	201	G1
GMNN	GMNN	Homo sapiens protein	ENSP00000230056	G1/S	202
XPO4	XPO4	Homo sapiens protein	ENSP00000255305	M	203
LRIF1	LRIF1	Homo sapiens protein	ENSP00000358778	M	204
NNMT	NNMT	Homo sapiens protein	ENSP00000299964	G2	205
HIST2H4B	HIST2H4B	Homo sapiens protein	ENSP00000358153	S	206
HIST2H4A	HIST2H4A	Homo sapiens protein	ENSP00000358162	S	207
INSIG2	INSIG2	Homo sapiens protein	ENSP00000245787	G2	208
HP1BP3	HP1BP3	Homo sapiens protein	ENSP00000312625	G2	209
AOC2	AOC2	Homo sapiens protein	ENSP00000253799	G1	210
SORBS2	SORBS2	Homo sapiens protein	ENSP00000284776	G1	211
IER3	IER3	Homo sapiens protein	ENSP00000259874	non-periodic	212
ENSP00000373054	ENSP00000373054	Homo sapiens protein	ENSP00000373054	non-periodic	213
EZH2	EZH2	Homo sapiens protein	ENSP00000320147	S	214
ARGLU1	ARGLU1	Homo sapiens protein	ENSP00000383059	G1/S	215
WISP1	WISP1	Homo sapiens protein	ENSP00000250160	G2	216
PAQR4	PAQR4	Homo sapiens protein	ENSP00000321804	G1/S	217
PKMYT1	PKMYT1	Homo sapiens protein	ENSP00000262300	G1/S	218
KIF2C	KIF2C	Homo sapiens protein	ENSP00000361298	M	219	G2/M, M
CENPQ	CENPQ	Homo sapiens protein	ENSP00000337289	S	220
HELLS	HELLS	Homo sapiens protein	ENSP00000239027	S	221
SLC39A10	SLC39A10	Homo sapiens protein	ENSP00000352655	G1	222
RAD51C	RAD51C	Homo sapiens protein	ENSP00000336701	M	223
SUCLG2	SUCLG2	Homo sapiens protein	ENSP00000419325	G2	224
CDC27	CDC27	Homo sapiens protein	ENSP00000434614	M	225	M
C1orf63	C1orf63	Homo sapiens protein	ENSP00000243189	G1	226
NDC80	NDC80	Homo sapiens protein	ENSP00000261597	G2	227
HIST2H2BE	HIST2H2BE	Homo sapiens protein	ENSP00000358151	G1	228
PMEPA1	PMEPA1	Homo sapiens protein	ENSP00000345826	non-periodic	229
FOSL1	FOSL1	Homo sapiens protein	ENSP00000310170	non-periodic	230
DKC1	DKC1	Homo sapiens protein	ENSP00000358563	G1	231
HSPA2	HSPA2	Homo sapiens protein	ENSP00000247207	G2	232
USB1	USB1	Homo sapiens protein	ENSP00000219281	M	233
UNG	UNG	Homo sapiens protein	ENSP00000242576	G1	234
EXO1	EXO1	Homo sapiens protein	ENSP00000311873	S	235
ETV4	ETV4	Homo sapiens protein	ENSP00000321835	G1	236
CNIH4	CNIH4	Homo sapiens protein	ENSP00000420443	G1	237
ARHGAP11A	ARHGAP11A	Homo sapiens protein	ENSP00000355090	G2	238
ARHGAP11B	ARHGAP11B	Homo sapiens protein	ENSP00000392760	G2	239
CYP4V2	CYP4V2	Homo sapiens protein	ENSP00000368079	G2	240
RRP1	RRP1	Homo sapiens protein	ENSP00000417464	G2/M	241
MCM2	MCM2	Homo sapiens protein	ENSP00000265056	G1/S	242
DNMT3B	DNMT3B	Homo sapiens protein	ENSP00000328547	G2	243
VPS25	VPS25	Homo sapiens protein	ENSP00000253794	G2	244
CTNNA1	CTNNA1	Homo sapiens protein	ENSP00000304669	G2/M	245
RANGAP1	RANGAP1	Homo sapiens protein	ENSP00000348577	G2/M	246
GABPB1	GABPB1	Homo sapiens protein	ENSP00000220429	G2/M	247	S
FANCD2	FANCD2	Homo sapiens protein	ENSP00000287647	G2	248
ODF2	ODF2	Homo sapiens protein	ENSP00000361882	M	249
PPP1R10	PPP1R10	Homo sapiens protein	ENSP00000365694	G2/M	250
ENSP00000373080	ENSP00000373080	Homo sapiens protein	ENSP00000373080	G2/M	251
CEP70	CEP70	Homo sapiens protein	ENSP00000264982	M	252
HORMAD1	HORMAD1	Homo sapiens protein	ENSP00000355167	G1	253
HIST1H4B	HIST1H4B	Homo sapiens protein	ENSP00000366581	S	254
AKIRIN2	AKIRIN2	Homo sapiens protein	ENSP00000257787	M	255
ZNF414	ZNF414	Homo sapiens protein	ENSP00000377504	G1/S	256
TRIP13	TRIP13	Homo sapiens protein	ENSP00000166345	G2	257
UBE2T	UBE2T	Homo sapiens protein	ENSP00000356243	G2	258
DCAF7	DCAF7	Homo sapiens protein	ENSP00000308344	G2	259
RAD51AP1	RAD51AP1	Homo sapiens protein	ENSP00000228843	G2	260
RHPN1	RHPN1	Homo sapiens protein	ENSP00000289013	S	261
TSC22D1	TSC22D1	Homo sapiens protein	ENSP00000397435	G1	262
STAT1	STAT1	Homo sapiens protein	ENSP00000354394	G2	263
TRMT2A	TRMT2A	Homo sapiens protein	ENSP00000252136	G1	264	G1
STAT5B	STAT5B	Homo sapiens protein	ENSP00000293328	G2	265
HIF1A	HIF1A	Homo sapiens protein	ENSP00000338018	G1	266
TMED7	TMED7	Homo sapiens protein	ENSP00000405926	G1	267
KIAA1524	KIAA1524	Homo sapiens protein	ENSP00000295746	G2	268
CDKN2AIP	CDKN2AIP	Homo sapiens protein	ENSP00000427108	S	269
SCD	SCD	Homo sapiens protein	ENSP00000359380	non-periodic	270
TUBB2A	TUBB2A	Homo sapiens protein	ENSP00000369703	G2	271
PWP1	PWP1	Homo sapiens protein	ENSP00000387365	M	272
DDX58	DDX58	Homo sapiens protein	ENSP00000369213	G1	273
ZC3H3	ZC3H3	Homo sapiens protein	ENSP00000262577	G2	274
SLC1A3	SLC1A3	Homo sapiens protein	ENSP00000265113	G1	275
COQ6	COQ6	Homo sapiens protein	ENSP00000333946	G2	276
DDIT4	DDIT4	Homo sapiens protein	ENSP00000307305	non-periodic	277
RUNX1	RUNX1	Homo sapiens protein	ENSP00000300305	G1/S	278
EFHC1	EFHC1	Homo sapiens protein	ENSP00000360107	S	279
ASIP	ASIP	Homo sapiens protein	ENSP00000364092	S	280
POLQ	POLQ	Homo sapiens protein	ENSP00000264233	G2	281
TUBD1	TUBD1	Homo sapiens protein	ENSP00000320797	G2	282
WDR90	WDR90	Homo sapiens protein	ENSP00000293879	S	283	G2
XBP1	XBP1	Homo sapiens protein	ENSP00000216037	G1	284
TCEB3	TCEB3	Homo sapiens protein	ENSP00000395574	S	285
RHOBTB3	RHOBTB3	Homo sapiens protein	ENSP00000369318	G2	286
DSCC1	DSCC1	Homo sapiens protein	ENSP00000322180	G1/S	287
ANP32E	ANP32E	Homo sapiens protein	ENSP00000324074	M	288
BRCA1	BRCA1	Homo sapiens protein	ENSP00000418960	S	289
NASP	NASP	Homo sapiens protein	ENSP00000255120	G1	290
STIL	STIL	Homo sapiens protein	ENSP00000360944	G2	291
IFIT2	IFIT2	Homo sapiens protein	ENSP00000360891	G1	292
GCLM	GCLM	Homo sapiens protein	ENSP00000359258	G2	293
ESPL1	ESPL1	Homo sapiens protein	ENSP00000257934	G2	294
SV2B	SV2B	Homo sapiens protein	ENSP00000332818	non-periodic	295
ZPBP	ZPBP	Homo sapiens protein	ENSP00000046087	M	296
SFPQ	SFPQ	Homo sapiens protein	ENSP00000349748	M	297
GAS1	GAS1	Homo sapiens protein	ENSP00000298743	G2	298
HIST1H4C	HIST1H4C	Homo sapiens protein	ENSP00000367034	S	299
MAP2K6	MAP2K6	Homo sapiens protein	ENSP00000468348	G1	300
MSH5	MSH5	Homo sapiens protein	ENSP00000364855	G2	301
PLCXD1	PLCXD1	Homo sapiens protein	ENSP00000371073	G1	302
STAG1	STAG1	Homo sapiens protein	ENSP00000372689	M	303
LMNA	LMNA	Homo sapiens protein	ENSP00000357283	M	304
ATRIP	ATRIP	Homo sapiens protein	ENSP00000323099	G1/S	305
UBR5	UBR5	Homo sapiens protein	ENSP00000429084	G1/S	306
PRAC	PRAC	Homo sapiens protein	ENSP00000290294	non-periodic	307
DNAJB6	DNAJB6	Homo sapiens protein	ENSP00000262177	G1	308	G1
SEPN1	SEPN1	Homo sapiens protein	ENSP00000355141	M	309
SH3GL2	SH3GL2	Homo sapiens protein	ENSP00000369981	S	310
AFAP1	AFAP1	Homo sapiens protein	ENSP00000371983	G1	311
FAM216A	FAM216A	Homo sapiens protein	ENSP00000366901	M	312
MAD2L1	MAD2L1	Homo sapiens protein	ENSP00000296509	G2	313	G2/M, M
SREK1	SREK1	Homo sapiens protein	ENSP00000334538	G2	314
ABCC5	ABCC5	Homo sapiens protein	ENSP00000333926	S	315
FAM102B	FAM102B	Homo sapiens protein	ENSP00000359052	M	316
E2F5	E2F5	Homo sapiens protein	ENSP00000398124	M	317
TOPBP1	TOPBP1	Homo sapiens protein	ENSP00000260810	S	318	S
GABARAPL1	GABARAPL1	Homo sapiens protein	ENSP00000266458	non-periodic	319
ZWINT	ZWINT	Homo sapiens protein	ENSP00000363055	G2	320
THBS1	THBS1	Homo sapiens protein	ENSP00000260356	non-periodic	321
CREBZF	CREBZF	Homo sapiens protein	ENSP00000433459	G1/S	322
INPP5K	INPP5K	Homo sapiens protein	ENSP00000413937	M	323
FOPNL	FOPNL	Homo sapiens protein	ENSP00000255759	M	324
SRSF3	SRSF3	Homo sapiens protein	ENSP00000362820	G2/M	325	G1
C9orf78	C9orf78	Homo sapiens protein	ENSP00000361524	non-periodic	326
CDH24	CDH24	Homo sapiens protein	ENSP00000267383	S	327
LARP1	LARP1	Homo sapiens protein	ENSP00000336721	G1	328
GSE1	GSE1	Homo sapiens protein	ENSP00000253458	G1	329
MLF1IP	MLF1IP	Homo sapiens protein	ENSP00000281453	S	330
UBE2D3	UBE2D3	Homo sapiens protein	ENSP00000349722	G1	331
RAN	RAN	Homo sapiens protein	ENSP00000376176	M	332	S
SKA3	SKA3	Homo sapiens protein	ENSP00000319417	G2	333
SPDL1	SPDL1	Homo sapiens protein	ENSP00000265295	G2/M	334
ZCCHC14	ZCCHC14	Homo sapiens protein	ENSP00000268616	G1	335
ENSG00000203691	ENSG00000203691	Homo sapiens protein	ENSP00000355810	M	336
NFE2L2	NFE2L2	Homo sapiens protein	ENSP00000380252	G2	337
RFC2	RFC2	Homo sapiens protein	ENSP00000055077	S	338
RAD54L	RAD54L	Homo sapiens protein	ENSP00000361043	S	339
C11orf82	C11orf82	Homo sapiens protein	ENSP00000414687	G2	340
MAFF	MAFF	Homo sapiens protein	ENSP00000345393	non-periodic	341
SLC25A29	SLC25A29	Homo sapiens protein	ENSP00000352167	G1/S	342
YWHAH	YWHAH	Homo sapiens protein	ENSP00000248975	M	343
NR4A1	NR4A1	Homo sapiens protein	ENSP00000353427	non-periodic	344
PCSK6	PCSK6	Homo sapiens protein	ENSP00000305056	G1/S	345
ACTR2	ACTR2	Homo sapiens protein	ENSP00000367220	S	346
RBBP8	RBBP8	Homo sapiens protein	ENSP00000323050	G1/S	347
NR2F6	NR2F6	Homo sapiens protein	ENSP00000291442	G1	348
NDE1	NDE1	Homo sapiens protein	ENSP00000345892	M	349	G1
FAM84B	FAM84B	Homo sapiens protein	ENSP00000302578	G1	350
MASTL	MASTL	Homo sapiens protein	ENSP00000365107	S	351
ARL4A	ARL4A	Homo sapiens protein	ENSP00000349250	G2	352
YEATS4	YEATS4	Homo sapiens protein	ENSP00000247843	G2	353
INTS8	INTS8	Homo sapiens protein	ENSP00000430338	G1	354	G1
CCNE2	CCNE2	Homo sapiens protein	ENSP00000309181	G1	355
CD97	CD97	Homo sapiens protein	ENSP00000242786	M	356
PLEKHG4B	PLEKHG4B	Homo sapiens protein	ENSP00000283426	M	357
KLF9	KLF9	Homo sapiens protein	ENSP00000366330	G2	358
ANKRD10	ANKRD10	Homo sapiens protein	ENSP00000267339	G1/S	359
HIST1H2AC	HIST1H2AC	Homo sapiens protein	ENSP00000321389	S	360
CDCA7L	CDCA7L	Homo sapiens protein	ENSP00000383986	G1/S	361
DNAH11	DNAH11	Homo sapiens protein	ENSP00000330671	G1/S	362
MGAT2	MGAT2	Homo sapiens protein	ENSP00000307423	G2	363
HINT3	HINT3	Homo sapiens protein	ENSP00000229633	G2/M	364
IER5	IER5	Homo sapiens protein	ENSP00000356549	S	365
